Data prepared by Tyler R. & Dave F.,,,,
avg,459877.534,MW,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
year,month,day,hour,demand
2018,6,14,5,1.041416387
2018,6,14,6,0.973854922
2018,6,14,7,0.922136805
2018,6,14,8,0.886499056
2018,6,14,9,0.868439901
2018,6,14,10,0.875774462
2018,6,14,11,0.905282318
2018,6,14,12,0.94698255
2018,6,14,13,0.995921666
2018,6,14,14,1.053228227
2018,6,14,15,1.114629357
2018,6,14,16,1.173603753
2018,6,14,17,1.224067188
2018,6,14,18,1.272036481
2018,6,14,19,1.309163757
2018,6,14,20,1.335568612
2018,6,14,21,1.355021617
2018,6,14,22,1.362580151
2018,6,14,23,1.353103716
2018,6,14,24,1.326066083
2018,6,15,1,1.289610725
2018,6,15,2,1.252129007
2018,6,15,3,1.191288896
2018,6,15,4,1.116856037
2018,6,15,5,1.045487036
2018,6,15,6,0.974868235
2018,6,15,7,0.922317288
2018,6,15,8,0.886942653
2018,6,15,9,0.869548892
2018,6,15,10,0.874213177
2018,6,15,11,0.902261949
2018,6,15,12,0.943638182
2018,6,15,13,0.996089102
2018,6,15,14,1.055833269
2018,6,15,15,1.118954421
2018,6,15,16,1.176967692
2018,6,15,17,1.22722455
2018,6,15,18,1.271123194
2018,6,15,19,1.307750337
2018,6,15,20,1.332452565
2018,6,15,21,1.349404905
2018,6,15,22,1.353138507
2018,6,15,23,1.336712395
2018,6,15,24,1.302485892
2018,6,16,1,1.258556805
2018,6,16,2,1.220872859
2018,6,16,3,1.16756084
2018,6,16,4,1.10151717
2018,6,16,5,1.039098379
2018,6,16,6,0.970099574
2018,6,16,7,0.919088167
2018,6,16,8,0.881549913
2018,6,16,9,0.858752539
2018,6,16,10,0.846394901
2018,6,16,11,0.847077692
2018,6,16,12,0.866389355
2018,6,16,13,0.917187661
2018,6,16,14,0.98359882
2018,6,16,15,1.053404361
2018,6,16,16,1.119589373
2018,6,16,17,1.171466228
2018,6,16,18,1.209859058
2018,6,16,19,1.237957843
2018,6,16,20,1.263175426
2018,6,16,21,1.282771948
2018,6,16,22,1.291552546
2018,6,16,23,1.282565371
2018,6,16,24,1.255051524
2018,6,17,1,1.221238174
2018,6,17,2,1.191921674
2018,6,17,3,1.148553606
2018,6,17,4,1.092138587
2018,6,17,5,1.022402629
2018,6,17,6,0.964798163
2018,6,17,7,0.91676581
2018,6,17,8,0.879692897
2018,6,17,9,0.85474495
2018,6,17,10,0.840230217
2018,6,17,11,0.834091626
2018,6,17,12,0.850689523
2018,6,17,13,0.903686241
2018,6,17,14,0.981069886
2018,6,17,15,1.059890871
2018,6,17,16,1.132355815
2018,6,17,17,1.191080145
2018,6,17,18,1.238579748
2018,6,17,19,1.273936987
2018,6,17,20,1.299380717
2018,6,17,21,1.317972623
2018,6,17,22,1.325829063
2018,6,17,23,1.317692114
2018,6,17,24,1.295936322
2018,6,18,1,1.266763338
2018,6,18,2,1.242121995
2018,6,18,3,1.199325819
2018,6,18,4,1.134873877
2018,6,18,5,1.064957437
2018,6,18,6,1.000553334
2018,6,18,7,0.951118434
2018,6,18,8,0.919560032
2018,6,18,9,0.905686773
2018,6,18,10,0.914741358
2018,6,18,11,0.950509576
2018,6,18,12,1.003469328
2018,6,18,13,1.0683279
2018,6,18,14,1.142560706
2018,6,18,15,1.220385773
2018,6,18,16,1.291522103
2018,6,18,17,1.350083346
2018,6,18,18,1.397382895
2018,6,18,19,1.429774128
2018,6,18,20,1.450655774
2018,6,18,21,1.463520068
2018,6,18,22,1.464244174
2018,6,18,23,1.452084415
2018,6,18,24,1.42081957
2018,6,19,1,1.381435171
2018,6,19,2,1.340478615
2018,6,19,3,1.273969604
2018,6,19,4,1.192337002
2018,6,19,5,1.112320046
2018,6,19,6,1.045047789
2018,6,19,7,0.990339745
2018,6,19,8,0.953925703
2018,6,19,9,0.935344669
2018,6,19,10,0.942311742
2018,6,19,11,0.972948159
2018,6,19,12,1.017481754
2018,6,19,13,1.073274869
2018,6,19,14,1.131488193
2018,6,19,15,1.191734667
2018,6,19,16,1.248077928
2018,6,19,17,1.294542473
2018,6,19,18,1.332802659
2018,6,19,19,1.358333369
2018,6,19,20,1.371950037
2018,6,19,21,1.380471871
2018,6,19,22,1.379669484
2018,6,19,23,1.368753534
2018,6,19,24,1.343288059
2018,6,20,1,1.30664352
2018,6,20,2,1.274956823
2018,6,20,3,1.218178664
2018,6,20,4,1.145674579
2018,6,20,5,1.073209634
2018,6,20,6,0.994782233
2018,6,20,7,0.942400896
2018,6,20,8,0.907343736
2018,6,20,9,0.890341384
2018,6,20,10,0.897225825
2018,6,20,11,0.925768207
2018,6,20,12,0.970810633
2018,6,20,13,1.020443412
2018,6,20,14,1.073159621
2018,6,20,15,1.131144623
2018,6,20,16,1.187120395
2018,6,20,17,1.234778736
2018,6,20,18,1.277159584
2018,6,20,19,1.311127323
2018,6,20,20,1.321203918
2018,6,20,21,1.321140858
2018,6,20,22,1.347323916
2018,6,20,23,1.337586541
2018,6,20,24,1.313906323
2018,6,21,1,1.28389616
2018,6,21,2,1.253331501
2018,6,21,3,1.19874088
2018,6,21,4,1.125290891
2018,6,21,5,1.050157845
2018,6,21,6,0.99081161
2018,6,21,7,0.940478645
2018,6,21,8,0.905545431
2018,6,21,9,0.890186995
2018,6,21,10,0.895416648
2018,6,21,11,0.924141687
2018,6,21,12,0.966798695
2018,6,21,13,1.015931341
2018,6,21,14,1.068562745
2018,6,21,15,1.12368829
2018,6,21,16,1.172514333
2018,6,21,17,1.212061818
2018,6,21,18,1.249693576
2018,6,21,19,1.280901885
2018,6,21,20,1.303436145
2018,6,21,21,1.321623595
2018,6,21,22,1.328334078
2018,6,21,23,1.319246876
2018,6,21,24,1.296364697
2018,6,22,1,1.267493967
2018,6,22,2,1.238199211
2018,6,22,3,1.182271278
2018,6,22,4,1.109045261
2018,6,22,5,1.037750194
2018,6,22,6,0.977229733
2018,6,22,7,0.927746994
2018,6,22,8,0.896010284
2018,6,22,9,0.880764921
2018,6,22,10,0.88592934
2018,6,22,11,0.910431515
2018,6,22,12,0.946608538
2018,6,22,13,0.993738476
2018,6,22,14,1.046678658
2018,6,22,15,1.101932498
2018,6,22,16,1.151376096
2018,6,22,17,1.195818363
2018,6,22,18,1.233413155
2018,6,22,19,1.263227614
2018,6,22,20,1.28496601
2018,6,22,21,1.295758014
2018,6,22,22,1.29568843
2018,6,22,23,1.281491172
2018,6,22,24,1.259902816
2018,6,23,1,1.231897534
2018,6,23,2,1.20280718
2018,6,23,3,1.14892327
2018,6,23,4,1.079865754
2018,6,23,5,1.022646172
2018,6,23,6,0.960790574
2018,6,23,7,0.912288531
2018,6,23,8,0.875241712
2018,6,23,9,0.853235853
2018,6,23,10,0.844942341
2018,6,23,11,0.846220942
2018,6,23,12,0.860713931
2018,6,23,13,0.898400051
2018,6,23,14,0.951070595
2018,6,23,15,1.006602771
2018,6,23,16,1.061036828
2018,6,23,17,1.104461432
2018,6,23,18,1.140518858
2018,6,23,19,1.169030797
2018,6,23,20,1.195570471
2018,6,23,21,1.218659227
2018,6,23,22,1.232014956
2018,6,23,23,1.23369149
2018,6,23,24,1.217730719
2018,6,24,1,1.191712922
2018,6,24,2,1.162670408
2018,6,24,3,1.113074595
2018,6,24,4,1.059360295
2018,6,24,5,1.007840057
2018,6,24,6,0.947937152
2018,6,24,7,0.904255958
2018,6,24,8,0.86895743
2018,6,24,9,0.844353053
2018,6,24,10,0.831510504
2018,6,24,11,0.824910921
2018,6,24,12,0.839506111
2018,6,24,13,0.880910612
2018,6,24,14,0.943362021
2018,6,24,15,1.010110226
2018,6,24,16,1.075749441
2018,6,24,17,1.133595276
2018,6,24,18,1.180633886
2018,6,24,19,1.216239017
2018,6,24,20,1.243176624
2018,6,24,21,1.263355909
2018,6,24,22,1.276120177
2018,6,24,23,1.276207156
2018,6,24,24,1.257017265
2018,6,25,1,1.229314237
2018,6,25,2,1.196529422
2018,6,25,3,1.148634062
2018,6,25,4,1.079465647
2018,6,25,5,1.011943323
2018,6,25,6,0.956048007
2018,6,25,7,0.906176034
2018,6,25,8,0.874839431
2018,6,25,9,0.861809875
2018,6,25,10,0.870025105
2018,6,25,11,0.903688415
2018,6,25,12,0.951011884
2018,6,25,13,1.001023024
2018,6,25,14,1.057103172
2018,6,25,15,1.117634505
2018,6,25,16,1.173903833
2018,6,25,17,1.225656742
2018,6,25,18,1.268461616
2018,6,25,19,1.299402462
2018,6,25,20,1.32057549
2018,6,25,21,1.33836066
2018,6,25,22,1.345969207
2018,6,25,23,1.336699348
2018,6,25,24,1.308439651
2018,6,26,1,1.273671699
2018,6,26,2,1.239858349
2018,6,26,3,1.183067142
2018,6,26,4,1.107588352
2018,6,26,5,1.033390337
2018,6,26,6,0.968481752
2018,6,26,7,0.918122693
2018,6,26,8,0.886381634
2018,6,26,9,0.871945182
2018,6,26,10,0.87976248
2018,6,26,11,0.907426367
2018,6,26,12,0.94792628
2018,6,26,13,0.994623495
2018,6,26,14,1.048013796
2018,6,26,15,1.107507896
2018,6,26,16,1.16683456
2018,6,26,17,1.216910935
2018,6,26,18,1.262436099
2018,6,26,19,1.29632773
2018,6,26,20,1.324502623
2018,6,26,21,1.342874905
2018,6,26,22,1.347928425
2018,6,26,23,1.338926028
2018,6,26,24,1.316248251
2018,6,27,1,1.28573578
2018,6,27,2,1.253050991
2018,6,27,3,1.195779222
2018,6,27,4,1.124171028
2018,6,27,5,1.053802293
2018,6,27,6,0.982587682
2018,6,27,7,0.92994758
2018,6,27,8,0.896888779
2018,6,27,9,0.882123979
2018,6,27,10,0.889886915
2018,6,27,11,0.919575254
2018,6,27,12,0.95926843
2018,6,27,13,1.006015658
2018,6,27,14,1.062722059
2018,6,27,15,1.123575217
2018,6,27,16,1.180412088
2018,6,27,17,1.231734447
2018,6,27,18,1.27991684
2018,6,27,19,1.321686656
2018,6,27,20,1.351077089
2018,6,27,21,1.369277587
2018,6,27,22,1.376322941
2018,6,27,23,1.369505908
2018,6,27,24,1.350124662
2018,6,28,1,1.320153639
2018,6,28,2,1.285320452
2018,6,28,3,1.231680085
2018,6,28,4,1.16272477
2018,6,28,5,1.093060571
2018,6,28,6,1.015622563
2018,6,28,7,0.962267054
2018,6,28,8,0.928434134
2018,6,28,9,0.910074898
2018,6,28,10,0.916304818
2018,6,28,11,0.942764036
2018,6,28,12,0.986645284
2018,6,28,13,1.044330206
2018,6,28,14,1.109304026
2018,6,28,15,1.181660246
2018,6,28,16,1.244740083
2018,6,28,17,1.300413601
2018,6,28,18,1.344855868
2018,6,28,19,1.380708891
2018,6,28,20,1.404012921
2018,6,28,21,1.420678228
2018,6,28,22,1.42612533
2018,6,28,23,1.416527122
2018,6,28,24,1.3910486
2018,6,29,1,1.355030315
2018,6,29,2,1.319175117
2018,6,29,3,1.262714434
2018,6,29,4,1.184365314
2018,6,29,5,1.10432009
2018,6,29,6,1.032829318
2018,6,29,7,0.978445274
2018,6,29,8,0.94054388
2018,6,29,9,0.921506202
2018,6,29,10,0.924132989
2018,6,29,11,0.948017608
2018,6,29,12,0.992033675
2018,6,29,13,1.05392189
2018,6,29,14,1.124990811
2018,6,29,15,1.200663131
2018,6,29,16,1.269805452
2018,6,29,17,1.332317747
2018,6,29,18,1.383509637
2018,6,29,19,1.425894834
2018,6,29,20,1.457253182
2018,6,29,21,1.479717859
2018,6,29,22,1.492177698
2018,6,29,23,1.479735255
2018,6,29,24,1.449468501
2018,6,30,1,1.404793564
2018,6,30,2,1.357263519
2018,6,30,3,1.292961617
2018,6,30,4,1.221718737
2018,6,30,5,1.102830563
2018,6,30,6,1.043610449
2018,6,30,7,1.007392111
2018,6,30,8,0.978910616
2018,6,30,9,0.965309169
2018,6,30,10,0.96767719
2018,6,30,11,0.97621642
2018,6,30,12,1.000805575
2018,6,30,13,1.052025733
2018,6,30,14,1.120957128
2018,6,30,15,1.194937694
2018,6,30,16,1.260739995
2018,6,30,17,1.314782644
2018,6,30,18,1.343864299
2018,6,30,19,1.371886977
2018,6,30,20,1.381850499
2018,6,30,21,1.392101054
2018,6,30,22,1.388513143
2018,6,30,23,1.370375705
2018,6,30,24,1.344738445
2018,7,1,1,1.300815882
2018,7,1,2,1.256873748
2018,7,1,3,1.205629671
2018,7,1,4,1.13631774
2018,7,1,5,1.111226277
2018,7,1,6,1.034531946
2018,7,1,7,0.982759466
2018,7,1,8,0.938819507
2018,7,1,9,0.910520669
2018,7,1,10,0.89194181
2018,7,1,11,0.880704035
2018,7,1,12,0.903601436
2018,7,1,13,0.956648167
2018,7,1,14,1.032474876
2018,7,1,15,1.111482867
2018,7,1,16,1.180314235
2018,7,1,17,1.241291339
2018,7,1,18,1.292274477
2018,7,1,19,1.329717055
2018,7,1,20,1.361903884
2018,7,1,21,1.3875194
2018,7,1,22,1.402049355
2018,7,1,23,1.399722649
2018,7,1,24,1.379360706
2018,7,2,1,1.345284242
2018,7,2,2,1.313382271
2018,7,2,3,1.256767198
2018,7,2,4,1.184806736
2018,7,2,5,1.109925931
2018,7,2,6,1.047011355
2018,7,2,7,0.99370151
2018,7,2,8,0.956509
2018,7,2,9,0.93732998
2018,7,2,10,0.943040196
2018,7,2,11,0.969625535
2018,7,2,12,1.013950379
2018,7,2,13,1.076704043
2018,7,2,14,1.151656606
2018,7,2,15,1.230047041
2018,7,2,16,1.301572605
2018,7,2,17,1.362673655
2018,7,2,18,1.415442051
2018,7,2,19,1.455291791
2018,7,2,20,1.48339275
2018,7,2,21,1.501175745
2018,7,2,22,1.50744698
2018,7,2,23,1.501356228
2018,7,2,24,1.475055748
2018,7,3,1,1.434501473
2018,7,3,2,1.384853473
2018,7,3,3,1.31768559
2018,7,3,4,1.233378363
2018,7,3,5,1.150528045
2018,7,3,6,1.074307752
2018,7,3,7,1.01559647
2018,7,3,8,0.975342274
2018,7,3,9,0.954471501
2018,7,3,10,0.955832733
2018,7,3,11,0.981676569
2018,7,3,12,1.027786671
2018,7,3,13,1.08780265
2018,7,3,14,1.160441553
2018,7,3,15,1.239682215
2018,7,3,16,1.318503199
2018,7,3,17,1.383857555
2018,7,3,18,1.436325872
2018,7,3,19,1.471741822
2018,7,3,20,1.490792546
2018,7,3,21,1.499407884
2018,7,3,22,1.496589742
2018,7,3,23,1.480950796
2018,7,3,24,1.446078468
2018,7,4,1,1.401479638
2018,7,4,2,1.35447582
2018,7,4,3,1.293015979
2018,7,4,4,1.21935289
2018,7,4,5,1.142275848
2018,7,4,6,1.071746201
2018,7,4,7,1.011025687
2018,7,4,8,0.967561942
2018,7,4,9,0.93673417
2018,7,4,10,0.91984924
2018,7,4,11,0.91565247
2018,7,4,12,0.929534427
2018,7,4,13,0.978347422
2018,7,4,14,1.055370102
2018,7,4,15,1.138381333
2018,7,4,16,1.218480918
2018,7,4,17,1.279827685
2018,7,4,18,1.323843752
2018,7,4,19,1.35105317
2018,7,4,20,1.365335233
2018,7,4,21,1.373909255
2018,7,4,22,1.374285442
2018,7,4,23,1.359577178
2018,7,4,24,1.329843175
2018,7,5,1,1.290345703
2018,7,5,2,1.249278248
2018,7,5,3,1.205442665
2018,7,5,4,1.147890386
2018,7,5,5,1.085452024
2018,7,5,6,1.025523025
2018,7,5,7,0.976590433
2018,7,5,8,0.941385408
2018,7,5,9,0.922476026
2018,7,5,10,0.926642352
2018,7,5,11,0.952651451
2018,7,5,12,0.998337527
2018,7,5,13,1.062071886
2018,7,5,14,1.136672182
2018,7,5,15,1.217630692
2018,7,5,16,1.294138017
2018,7,5,17,1.359864211
2018,7,5,18,1.410492907
2018,7,5,19,1.447631055
2018,7,5,20,1.469130257
2018,7,5,21,1.483766763
2018,7,5,22,1.489424791
2018,7,5,23,1.476506134
2018,7,5,24,1.444373667
2018,7,6,1,1.406576647
2018,7,6,2,1.364097947
2018,7,6,3,1.296856132
2018,7,6,4,1.217491524
2018,7,6,5,1.14082981
2018,7,6,6,1.068945455
2018,7,6,7,1.01180633
2018,7,6,8,0.972648079
2018,7,6,9,0.952042593
2018,7,6,10,0.951912124
2018,7,6,11,0.970258312
2018,7,6,12,1.003345382
2018,7,6,13,1.05259545
2018,7,6,14,1.113187669
2018,7,6,15,1.179433566
2018,7,6,16,1.244766177
2018,7,6,17,1.298819698
2018,7,6,18,1.343977373
2018,7,6,19,1.378345218
2018,7,6,20,1.394938766
2018,7,6,21,1.396730548
2018,7,6,22,1.389593865
2018,7,6,23,1.365641836
2018,7,6,24,1.327588227
2018,7,7,1,1.282065238
2018,7,7,2,1.239477813
2018,7,7,3,1.186111431
2018,7,7,4,1.114285787
2018,7,7,5,1.04048353
2018,7,7,6,0.976549117
2018,7,7,7,0.925372449
2018,7,7,8,0.886803485
2018,7,7,9,0.864304017
2018,7,7,10,0.84802577
2018,7,7,11,0.84462269
2018,7,7,12,0.856536732
2018,7,7,13,0.896640887
2018,7,7,14,0.947297852
2018,7,7,15,1.005669914
2018,7,7,16,1.066244736
2018,7,7,17,1.121146309
2018,7,7,18,1.165181946
2018,7,7,19,1.200782728
2018,7,7,20,1.227315879
2018,7,7,21,1.249480476
2018,7,7,22,1.264093062
2018,7,7,23,1.256856352
2018,7,7,24,1.234735246
2018,7,8,1,1.199691133
2018,7,8,2,1.164446968
2018,7,8,3,1.119206662
2018,7,8,4,1.054956949
2018,7,8,5,0.989489519
2018,7,8,6,0.928542858
2018,7,8,7,0.883798337
2018,7,8,8,0.849800156
2018,7,8,9,0.826859265
2018,7,8,10,0.814288527
2018,7,8,11,0.806490799
2018,7,8,12,0.813884072
2018,7,8,13,0.848545474
2018,7,8,14,0.904092871
2018,7,8,15,0.966774776
2018,7,8,16,1.032246554
2018,7,8,17,1.093697697
2018,7,8,18,1.148779753
2018,7,8,19,1.198082009
2018,7,8,20,1.238125279
2018,7,8,21,1.276296311
2018,7,8,22,1.304195042
2018,7,8,23,1.31236026
2018,7,8,24,1.295912403
2018,7,9,1,1.262784018
2018,7,9,2,1.227687717
2018,7,9,3,1.173255835
2018,7,9,4,1.09970147
2018,7,9,5,1.028967421
2018,7,9,6,0.965707101
2018,7,9,7,0.915582886
2018,7,9,8,0.881834771
2018,7,9,9,0.868750853
2018,7,9,10,0.876594246
2018,7,9,11,0.901363883
2018,7,9,12,0.944603656
2018,7,9,13,1.004495688
2018,7,9,14,1.07286389
2018,7,9,15,1.147781661
2018,7,9,16,1.219278957
2018,7,9,17,1.283404725
2018,7,9,18,1.340735205
2018,7,9,19,1.389663449
2018,7,9,20,1.424955453
2018,7,9,21,1.454526369
2018,7,9,22,1.468469212
2018,7,9,23,1.465981593
2018,7,9,24,1.436367187
2018,7,10,1,1.387284555
2018,7,10,2,1.340798266
2018,7,10,3,1.274793737
2018,7,10,4,1.191077971
2018,7,10,5,1.106692461
2018,7,10,6,1.031141913
2018,7,10,7,0.974979134
2018,7,10,8,0.93630362
2018,7,10,9,0.916109113
2018,7,10,10,0.921138713
2018,7,10,11,0.94993551
2018,7,10,12,0.991664011
2018,7,10,13,1.050655803
2018,7,10,14,1.124497201
2018,7,10,15,1.203309488
2018,7,10,16,1.280349564
2018,7,10,17,1.347171701
2018,7,10,18,1.405778609
2018,7,10,19,1.451301598
2018,7,10,20,1.483240536
2018,7,10,21,1.505813937
2018,7,10,22,1.513522511
2018,7,10,23,1.501578026
2018,7,10,24,1.469273774
2018,7,11,1,1.424363992
2018,7,11,2,1.375631452
2018,7,11,3,1.305762851
2018,7,11,4,1.220020459
2018,7,11,5,1.136498222
2018,7,11,6,1.062806864
2018,7,11,7,1.003989031
2018,7,11,8,0.962058303
2018,7,11,9,0.940680873
2018,7,11,10,0.941898588
2018,7,11,11,0.968810101
2018,7,11,12,1.008061855
2018,7,11,13,1.065535852
2018,7,11,14,1.132092702
2018,7,11,15,1.207025695
2018,7,11,16,1.280303899
2018,7,11,17,1.34568
2018,7,11,18,1.402171127
2018,7,11,19,1.446628615
2018,7,11,20,1.479985321
2018,7,11,21,1.501180094
2018,7,11,22,1.50828416
2018,7,11,23,1.496230951
2018,7,11,24,1.462639399
2018,7,12,1,1.4161966
2018,7,12,2,1.366048466
2018,7,12,3,1.297580238
2018,7,12,4,1.214142807
2018,7,12,5,1.135308775
2018,7,12,6,1.056979226
2018,7,12,7,0.998091809
2018,7,12,8,0.956837348
2018,7,12,9,0.934616214
2018,7,12,10,0.937703993
2018,7,12,11,0.962080048
2018,7,12,12,1.00256039
2018,7,12,13,1.055596249
2018,7,12,14,1.11720613
2018,7,12,15,1.189275317
2018,7,12,16,1.262551347
2018,7,12,17,1.328660251
2018,7,12,18,1.388378324
2018,7,12,19,1.432648806
2018,7,12,20,1.465664117
2018,7,12,21,1.485712933
2018,7,12,22,1.489331288
2018,7,12,23,1.472685552
2018,7,12,24,1.436217147
2018,7,13,1,1.390794185
2018,7,13,2,1.346188831
2018,7,13,3,1.282241372
2018,7,13,4,1.20398358
2018,7,13,5,1.123438224
2018,7,13,6,1.050379643
2018,7,13,7,0.992670801
2018,7,13,8,0.951914298
2018,7,13,9,0.930608626
2018,7,13,10,0.93324411
2018,7,13,11,0.959457611
2018,7,13,12,0.998143997
2018,7,13,13,1.0517387
2018,7,13,14,1.11630589
2018,7,13,15,1.191360655
2018,7,13,16,1.263827774
2018,7,13,17,1.328658077
2018,7,13,18,1.387410675
2018,7,13,19,1.434397097
2018,7,13,20,1.466309941
2018,7,13,21,1.487356849
2018,7,13,22,1.491188304
2018,7,13,23,1.476830134
2018,7,13,24,1.440653111
2018,7,14,1,1.393220918
2018,7,14,2,1.345203786
2018,7,14,3,1.281943466
2018,7,14,4,1.205894959
2018,7,14,5,1.126776069
2018,7,14,6,1.055128733
2018,7,14,7,0.99716765
2018,7,14,8,0.955154291
2018,7,14,9,0.927120741
2018,7,14,10,0.91462611
2018,7,14,11,0.911346976
2018,7,14,12,0.928884254
2018,7,14,13,0.972739408
2018,7,14,14,1.03935062
2018,7,14,15,1.118112893
2018,7,14,16,1.193578636
2018,7,14,17,1.25740215
2018,7,14,18,1.308437476
2018,7,14,19,1.348711242
2018,7,14,20,1.378371312
2018,7,14,21,1.400407614
2018,7,14,22,1.408466281
2018,7,14,23,1.400377171
2018,7,14,24,1.370801906
2018,7,15,1,1.334942359
2018,7,15,2,1.297725929
2018,7,15,3,1.245146713
2018,7,15,4,1.176137036
2018,7,15,5,1.104039581
2018,7,15,6,1.039302781
2018,7,15,7,0.98554934
2018,7,15,8,0.9445232
2018,7,15,9,0.917483392
2018,7,15,10,0.9028969
2018,7,15,11,0.896110311
2018,7,15,12,0.903773221
2018,7,15,13,0.946397612
2018,7,15,14,1.014398324
2018,7,15,15,1.088922513
2018,7,15,16,1.161422249
2018,7,15,17,1.224945683
2018,7,15,18,1.28055614
2018,7,15,19,1.324132959
2018,7,15,20,1.358550818
2018,7,15,21,1.388141304
2018,7,15,22,1.408231436
2018,7,15,23,1.410334169
2018,7,15,24,1.390374508
2018,7,16,1,1.358805233
2018,7,16,2,1.325168017
2018,7,16,3,1.269888083
2018,7,16,4,1.198201606
2018,7,16,5,1.122431434
2018,7,16,6,1.054528574
2018,7,16,7,1.001338326
2018,7,16,8,0.965533141
2018,7,16,9,0.949655001
2018,7,16,10,0.957894151
2018,7,16,11,0.98770861
2018,7,16,12,1.034842898
2018,7,16,13,1.091773272
2018,7,16,14,1.162359455
2018,7,16,15,1.240802078
2018,7,16,16,1.318246609
2018,7,16,17,1.388315264
2018,7,16,18,1.446876507
2018,7,16,19,1.487569949
2018,7,16,20,1.513098485
2018,7,16,21,1.531414231
2018,7,16,22,1.537196205
2018,7,16,23,1.527782829
2018,7,16,24,1.497246439
2018,7,17,1,1.456935707
2018,7,17,2,1.410086277
2018,7,17,3,1.339284819
2018,7,17,4,1.253109703
2018,7,17,5,1.166436628
2018,7,17,6,1.094234797
2018,7,17,7,1.035660507
2018,7,17,8,0.994569132
2018,7,17,9,0.974607296
2018,7,17,10,0.980308814
2018,7,17,11,1.00825321
2018,7,17,12,1.04807903
2018,7,17,13,1.100114623
2018,7,17,14,1.162309442
2018,7,17,15,1.231299548
2018,7,17,16,1.300304876
2018,7,17,17,1.359040079
2018,7,17,18,1.411101765
2018,7,17,19,1.44380395
2018,7,17,20,1.461871803
2018,7,17,21,1.472148452
2018,7,17,22,1.475871183
2018,7,17,23,1.462693761
2018,7,17,24,1.434242708
2018,7,18,1,1.395112726
2018,7,18,2,1.351796846
2018,7,18,3,1.28674257
2018,7,18,4,1.205642718
2018,7,18,5,1.125119106
2018,7,18,6,1.053604415
2018,7,18,7,0.996276108
2018,7,18,8,0.956167604
2018,7,18,9,0.936271003
2018,7,18,10,0.939678432
2018,7,18,11,0.965941946
2018,7,18,12,1.003069221
2018,7,18,13,1.048561768
2018,7,18,14,1.102961033
2018,7,18,15,1.164768792
2018,7,18,16,1.226087291
2018,7,18,17,1.280727925
2018,7,18,18,1.332793961
2018,7,18,19,1.374565951
2018,7,18,20,1.406328755
2018,7,18,21,1.431296272
2018,7,18,22,1.444919464
2018,7,18,23,1.438763477
2018,7,18,24,1.411410543
2018,7,19,1,1.368438233
2018,7,19,2,1.325415909
2018,7,19,3,1.261298839
2018,7,19,4,1.180096786
2018,7,19,5,1.102165169
2018,7,19,6,1.031461563
2018,7,19,7,0.976299051
2018,7,19,8,0.938004073
2018,7,19,9,0.918324921
2018,7,19,10,0.922278147
2018,7,19,11,0.948763459
2018,7,19,12,0.986760532
2018,7,19,13,1.033696941
2018,7,19,14,1.090738214
2018,7,19,15,1.154076815
2018,7,19,16,1.220444485
2018,7,19,17,1.281184568
2018,7,19,18,1.338991263
2018,7,19,19,1.388102164
2018,7,19,20,1.427734454
2018,7,19,21,1.453821834
2018,7,19,22,1.463696202
2018,7,19,23,1.453028145
2018,7,19,24,1.423711644
2018,7,20,1,1.383609663
2018,7,20,2,1.340774346
2018,7,20,3,1.277222644
2018,7,20,4,1.200191266
2018,7,20,5,1.122216159
2018,7,20,6,1.051684338
2018,7,20,7,0.996976295
2018,7,20,8,0.95764191
2018,7,20,9,0.937740959
2018,7,20,10,0.942266077
2018,7,20,11,0.96722707
2018,7,20,12,1.003088792
2018,7,20,13,1.050877602
2018,7,20,14,1.107283923
2018,7,20,15,1.172081609
2018,7,20,16,1.233737154
2018,7,20,17,1.287427535
2018,7,20,18,1.336005685
2018,7,20,19,1.374283267
2018,7,20,20,1.400525036
2018,7,20,21,1.41782312
2018,7,20,22,1.423181068
2018,7,20,23,1.408414093
2018,7,20,24,1.374159321
2018,7,21,1,1.33491409
2018,7,21,2,1.296012429
2018,7,21,3,1.23878415
2018,7,21,4,1.167012868
2018,7,21,5,1.098222815
2018,7,21,6,1.033392512
2018,7,21,7,0.980630639
2018,7,21,8,0.940415585
2018,7,21,9,0.915813383
2018,7,21,10,0.903823234
2018,7,21,11,0.901107293
2018,7,21,12,0.910507622
2018,7,21,13,0.944270959
2018,7,21,14,0.995475895
2018,7,21,15,1.054919982
2018,7,21,16,1.111017526
2018,7,21,17,1.161309176
2018,7,21,18,1.203863983
2018,7,21,19,1.2391038
2018,7,21,20,1.26795061
2018,7,21,21,1.289517222
2018,7,21,22,1.29906759
2018,7,21,23,1.294109749
2018,7,21,24,1.276178888
2018,7,22,1,1.247355997
2018,7,22,2,1.217632866
2018,7,22,3,1.168493697
2018,7,22,4,1.104994183
2018,7,22,5,1.042083956
2018,7,22,6,0.985866815
2018,7,22,7,0.940191612
2018,7,22,8,0.906795764
2018,7,22,9,0.881589054
2018,7,22,10,0.867822345
2018,7,22,11,0.863514676
2018,7,22,12,0.864551909
2018,7,22,13,0.898291326
2018,7,22,14,0.952351371
2018,7,22,15,1.016631528
2018,7,22,16,1.079498265
2018,7,22,17,1.140270966
2018,7,22,18,1.191397621
